cue,patterns (|),feelings (|),needs (|),example
mom-lied,my mom lied to me|my mom was dishonest with me|my mom hid the truth|lied to me|was dishonest with me|hid the truth,hurt|anxious|tense|angry,trust|reliability|commitment|dependability,My mom i learned the story they told me wasn't true.
mom-made-fun,my mom made fun of me|my mom mocked me|my mom ridiculed me|made fun of me|mocked me|ridiculed me,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My mom they mimicked my voice to get laughs.
mom-humiliated,my mom humiliated me in public|my mom embarrassed me in front of others|my mom exposed me in front of people|humiliated me in public|embarrassed me in front of others|exposed me in front of people,hurt|anxious|tense|angry,inclusion|belonging|to-be-seen|respect,My mom they pointed out a mistake loudly in front of others.
mom-broke-promise,my mom broke a promise to me|my mom didn't do what they said|my mom failed to follow through|broke a promise to me|didn't do what they said|failed to follow through,disappointed|sad|frustrated|hurt,trust|reliability|commitment|dependability,My mom they didn't do the thing they promised yesterday.
mom-silent-treatment,my mom gave me the silent treatment|my mom refused to speak to me|my mom stonewalled me|gave me the silent treatment|refused to speak to me|stonewalled me,lonely|sad|hurt|anxious,support|consideration|care|connection,My mom they wouldn't answer my texts or talk to me.
mom-canceled-last-minute,my mom canceled plans last minute|my mom backed out at the last minute|my mom pulled out with short notice|canceled plans last minute|backed out at the last minute|pulled out with short notice,disappointed|pressured|frustrated|sad,trust|reliability|commitment|dependability,My mom they canceled 20 minutes before we were supposed to meet.
dad-yelled,my dad yelled at me|my dad shouted at me|my dad raised their voice at me|yelled at me|shouted at me|raised their voice at me,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My dad their voice got louder while speaking to me.
dad-insulted,my dad insulted me|my dad called me names|my dad made a rude remark|insulted me|called me names|made a rude remark,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My dad they called me a name after I shared my view.
dad-ignored,my dad ignored me|my dad didn't acknowledge me|my dad looked past me|ignored me|didn't acknowledge me|looked past me,lonely|sad|hurt|anxious,inclusion|belonging|to-be-seen|respect,My dad they looked past me when I greeted them.
dad-talked-over,my dad talked over me|my dad spoke over me|my dad cut me off|talked over me|spoke over me|cut me off,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My dad they started speaking while I was mid‑sentence.
dad-blamed,my dad blamed me for it|my dad said it was my fault|my dad put the blame on me|blamed me for it|said it was my fault|put the blame on me,hurt|anxious|tense|angry,justice|fairness|respect|acknowledgement,My dad they said it was my fault without checking facts.
dad-accused-lying,my dad accused me of lying|my dad said I lied|my dad called me a liar|accused me of lying|said I lied|called me a liar,hurt|anxious|tense|angry,trust|reliability|commitment|dependability,My dad they said I was lying about the timeline.
dad-lied,my dad lied to me|my dad was dishonest with me|my dad hid the truth|lied to me|was dishonest with me|hid the truth,hurt|anxious|tense|angry,trust|reliability|commitment|dependability,My dad i learned the story they told me wasn't true.
dad-made-fun,my dad made fun of me|my dad mocked me|my dad ridiculed me|made fun of me|mocked me|ridiculed me,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My dad they mimicked my voice to get laughs.
dad-humiliated,my dad humiliated me in public|my dad embarrassed me in front of others|my dad exposed me in front of people|humiliated me in public|embarrassed me in front of others|exposed me in front of people,hurt|anxious|tense|angry,inclusion|belonging|to-be-seen|respect,My dad they pointed out a mistake loudly in front of others.
dad-broke-promise,my dad broke a promise to me|my dad didn't do what they said|my dad failed to follow through|broke a promise to me|didn't do what they said|failed to follow through,disappointed|sad|frustrated|hurt,trust|reliability|commitment|dependability,My dad they didn't do the thing they promised yesterday.
dad-silent-treatment,my dad gave me the silent treatment|my dad refused to speak to me|my dad stonewalled me|gave me the silent treatment|refused to speak to me|stonewalled me,lonely|sad|hurt|anxious,support|consideration|care|connection,My dad they wouldn't answer my texts or talk to me.
dad-canceled-last-minute,my dad canceled plans last minute|my dad backed out at the last minute|my dad pulled out with short notice|canceled plans last minute|backed out at the last minute|pulled out with short notice,disappointed|pressured|frustrated|sad,trust|reliability|commitment|dependability,My dad they canceled 20 minutes before we were supposed to meet.
sibling-yelled,my sibling yelled at me|my sibling shouted at me|my sibling raised their voice at me|yelled at me|shouted at me|raised their voice at me,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My sibling their voice got louder while speaking to me.
sibling-insulted,my sibling insulted me|my sibling called me names|my sibling made a rude remark|insulted me|called me names|made a rude remark,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My sibling they called me a name after I shared my view.
sibling-ignored,my sibling ignored me|my sibling didn't acknowledge me|my sibling looked past me|ignored me|didn't acknowledge me|looked past me,lonely|sad|hurt|anxious,inclusion|belonging|to-be-seen|respect,My sibling they looked past me when I greeted them.
sibling-talked-over,my sibling talked over me|my sibling spoke over me|my sibling cut me off|talked over me|spoke over me|cut me off,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My sibling they started speaking while I was mid‑sentence.
sibling-blamed,my sibling blamed me for it|my sibling said it was my fault|my sibling put the blame on me|blamed me for it|said it was my fault|put the blame on me,hurt|anxious|tense|angry,justice|fairness|respect|acknowledgement,My sibling they said it was my fault without checking facts.
sibling-accused-lying,my sibling accused me of lying|my sibling said I lied|my sibling called me a liar|accused me of lying|said I lied|called me a liar,hurt|anxious|tense|angry,trust|reliability|commitment|dependability,My sibling they said I was lying about the timeline.
sibling-lied,my sibling lied to me|my sibling was dishonest with me|my sibling hid the truth|lied to me|was dishonest with me|hid the truth,hurt|anxious|tense|angry,trust|reliability|commitment|dependability,My sibling i learned the story they told me wasn't true.
sibling-made-fun,my sibling made fun of me|my sibling mocked me|my sibling ridiculed me|made fun of me|mocked me|ridiculed me,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My sibling they mimicked my voice to get laughs.
sibling-humiliated,my sibling humiliated me in public|my sibling embarrassed me in front of others|my sibling exposed me in front of people|humiliated me in public|embarrassed me in front of others|exposed me in front of people,hurt|anxious|tense|angry,inclusion|belonging|to-be-seen|respect,My sibling they pointed out a mistake loudly in front of others.
sibling-broke-promise,my sibling broke a promise to me|my sibling didn't do what they said|my sibling failed to follow through|broke a promise to me|didn't do what they said|failed to follow through,disappointed|sad|frustrated|hurt,trust|reliability|commitment|dependability,My sibling they didn't do the thing they promised yesterday.
sibling-silent-treatment,my sibling gave me the silent treatment|my sibling refused to speak to me|my sibling stonewalled me|gave me the silent treatment|refused to speak to me|stonewalled me,lonely|sad|hurt|anxious,support|consideration|care|connection,My sibling they wouldn't answer my texts or talk to me.
sibling-canceled-last-minute,my sibling canceled plans last minute|my sibling backed out at the last minute|my sibling pulled out with short notice|canceled plans last minute|backed out at the last minute|pulled out with short notice,disappointed|pressured|frustrated|sad,trust|reliability|commitment|dependability,My sibling they canceled 20 minutes before we were supposed to meet.
teacher-yelled,my teacher yelled at me|my teacher shouted at me|my teacher raised their voice at me|yelled at me|shouted at me|raised their voice at me,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My teacher their voice got louder while speaking to me.
teacher-insulted,my teacher insulted me|my teacher called me names|my teacher made a rude remark|insulted me|called me names|made a rude remark,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My teacher they called me a name after I shared my view.
teacher-ignored,my teacher ignored me|my teacher didn't acknowledge me|my teacher looked past me|ignored me|didn't acknowledge me|looked past me,lonely|sad|hurt|anxious,inclusion|belonging|to-be-seen|respect,My teacher they looked past me when I greeted them.
teacher-talked-over,my teacher talked over me|my teacher spoke over me|my teacher cut me off|talked over me|spoke over me|cut me off,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My teacher they started speaking while I was mid‑sentence.
teacher-blamed,my teacher blamed me for it|my teacher said it was my fault|my teacher put the blame on me|blamed me for it|said it was my fault|put the blame on me,hurt|anxious|tense|angry,justice|fairness|respect|acknowledgement,My teacher they said it was my fault without checking facts.
teacher-accused-lying,my teacher accused me of lying|my teacher said I lied|my teacher called me a liar|accused me of lying|said I lied|called me a liar,hurt|anxious|tense|angry,trust|reliability|commitment|dependability,My teacher they said I was lying about the timeline.
teacher-lied,my teacher lied to me|my teacher was dishonest with me|my teacher hid the truth|lied to me|was dishonest with me|hid the truth,hurt|anxious|tense|angry,trust|reliability|commitment|dependability,My teacher i learned the story they told me wasn't true.
teacher-made-fun,my teacher made fun of me|my teacher mocked me|my teacher ridiculed me|made fun of me|mocked me|ridiculed me,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My teacher they mimicked my voice to get laughs.
teacher-humiliated,my teacher humiliated me in public|my teacher embarrassed me in front of others|my teacher exposed me in front of people|humiliated me in public|embarrassed me in front of others|exposed me in front of people,hurt|anxious|tense|angry,inclusion|belonging|to-be-seen|respect,My teacher they pointed out a mistake loudly in front of others.
teacher-broke-promise,my teacher broke a promise to me|my teacher didn't do what they said|my teacher failed to follow through|broke a promise to me|didn't do what they said|failed to follow through,disappointed|sad|frustrated|hurt,trust|reliability|commitment|dependability,My teacher they didn't do the thing they promised yesterday.
teacher-silent-treatment,my teacher gave me the silent treatment|my teacher refused to speak to me|my teacher stonewalled me|gave me the silent treatment|refused to speak to me|stonewalled me,lonely|sad|hurt|anxious,support|consideration|care|connection,My teacher they wouldn't answer my texts or talk to me.
teacher-canceled-last-minute,my teacher canceled plans last minute|my teacher backed out at the last minute|my teacher pulled out with short notice|canceled plans last minute|backed out at the last minute|pulled out with short notice,disappointed|pressured|frustrated|sad,trust|reliability|commitment|dependability,My teacher they canceled 20 minutes before we were supposed to meet.
manager-yelled,my manager yelled at me|my manager shouted at me|my manager raised their voice at me|yelled at me|shouted at me|raised their voice at me,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My manager their voice got louder while speaking to me.
manager-insulted,my manager insulted me|my manager called me names|my manager made a rude remark|insulted me|called me names|made a rude remark,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My manager they called me a name after I shared my view.
manager-ignored,my manager ignored me|my manager didn't acknowledge me|my manager looked past me|ignored me|didn't acknowledge me|looked past me,lonely|sad|hurt|anxious,inclusion|belonging|to-be-seen|respect,My manager they looked past me when I greeted them.
manager-talked-over,my manager talked over me|my manager spoke over me|my manager cut me off|talked over me|spoke over me|cut me off,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My manager they started speaking while I was mid‑sentence.
manager-blamed,my manager blamed me for it|my manager said it was my fault|my manager put the blame on me|blamed me for it|said it was my fault|put the blame on me,hurt|anxious|tense|angry,justice|fairness|respect|acknowledgement,My manager they said it was my fault without checking facts.
manager-accused-lying,my manager accused me of lying|my manager said I lied|my manager called me a liar|accused me of lying|said I lied|called me a liar,hurt|anxious|tense|angry,trust|reliability|commitment|dependability,My manager they said I was lying about the timeline.
manager-lied,my manager lied to me|my manager was dishonest with me|my manager hid the truth|lied to me|was dishonest with me|hid the truth,hurt|anxious|tense|angry,trust|reliability|commitment|dependability,My manager i learned the story they told me wasn't true.
manager-made-fun,my manager made fun of me|my manager mocked me|my manager ridiculed me|made fun of me|mocked me|ridiculed me,hurt|anxious|tense|angry,respect|to-be-heard|consideration|honor,My manager they mimicked my voice to get laughs.
manager-humiliated,my manager humiliated me in public|my manager embarrassed me in front of others|my manager exposed me in front of people|humiliated me in public|embarrassed me in front of others|exposed me in front of people,hurt|anxious|tense|angry,inclusion|belonging|to-be-seen|respect,My manager they pointed out a mistake loudly in front of others.
manager-broke-promise,my manager broke a promise to me|my manager didn't do what they said|my manager failed to follow through|broke a promise to me|didn't do what they said|failed to follow through,disappointed|sad|frustrated|hurt,trust|reliability|commitment|dependability,My manager they didn't do the thing they promised yesterday.
manager-silent-treatment,my manager gave me the silent treatment|my manager refused to speak to me|my manager stonewalled me|gave me the silent treatment|refused to speak to me|stonewalled me,lonely|sad|hurt|anxious,support|consideration|care|connection,My manager they wouldn't answer my texts or talk to me.
manager-canceled-last-minute,my manager canceled plans last minute|my manager backed out at the last minute|my manager pulled out with short notice|canceled plans last minute|backed out at the last minute|pulled out with short notice,disappointed|pressured|frustrated|sad,trust|reliability|commitment|dependability,My manager they canceled 20 minutes before we were supposed to meet.
generalization-listen,never listens to me|you never listen|they never listen,dismissed|hurt|lonely|frustrated,respect|to-be-heard|consideration|honor,"They said, 'You never listen,' during the conflict."
generalization-help,never helps|doesn't help me ever|never offers help,lonely|sad|hurt|anxious,support|consideration|care|connection,They said they never get any help from me.
generalization-apologize,never apologizes|doesn't say sorry ever|never says sorry,frustrated|resentful|pressured|tired,accountability|integrity|repair|honesty,"After mistakes, they never apologize."
generalization-on-time,never on time|always late to everything|never punctual,frustrated|resentful|pressured|tired,fairness|order|predictability|respect,They said I'm never on time for plans.
generalization-reply,never replies|doesn't reply ever|never texts back,lonely|sad|hurt|anxious,inclusion|belonging|to-be-seen|respect,They never replied to my messages last month.
generalization-clean-up,never cleans up|always leaves a mess|never tidies shared space,frustrated|resentful|pressured|tired,order|consideration|support|respect,They always leave dishes in the sink.
generalization-take-responsibility,never takes responsibility|always blames others|never owns mistakes,hurt|anxious|tense|angry,accountability|integrity|repair|honesty,They said he never takes responsibility at work.
generalization-keep-promises,never keeps promises|always breaks promises|never follows through,disappointed|sad|frustrated|hurt,trust|reliability|commitment|dependability,They always break promises about plans.
generalization-be-honest,never honest|always lies|never tells the truth,hurt|anxious|tense|angry,trust|reliability|commitment|dependability,They said I'm never honest with them.
i-yelled,I yelled at them|I raised my voice|I shouted during the argument,anxious|sad|tense|concerned,accountability|integrity|repair|honesty,I raised my voice during the argument and wish I hadn't.
i-missed-deadline,I missed the deadline|I turned it in late|I didn't finish on time,anxious|pressured|tired|worried,clarity|support|repair|learning,I missed the deadline by a day.
i-forgot-to-reply,I forgot to reply|I never texted back|I didn't respond,concerned|anxious|sad|uneasy,repair|acknowledgement|consideration|respect,I never replied to their message.
i-broke-promise,I broke a promise|I didn't do what I said|I failed to follow through,sad|anxious|tense|concerned,accountability|integrity|repair|honesty,I said I'd call and I didn't.
i-interrupted,I interrupted them|I talked over them|I cut them off,concerned|anxious|tense|sad,accountability|integrity|repair|honesty,I cut them off while they were speaking.
i-canceled-last-minute,I canceled last minute|I backed out with short notice|I pulled out at the last minute,concerned|anxious|tense|sad,repair|consideration|respect|acknowledgement,I canceled 15 minutes before we were supposed to meet.
i-ignored-message,I ignored their message|I left them on read|I didn't respond to their text,concerned|uneasy|anxious|sad,repair|consideration|respect|to-be-seen,I saw their message and didn't reply.
i-forgot-important-date,I forgot their birthday|I forgot our anniversary|I missed an important date,sad|anxious|concerned|uneasy,repair|acknowledgement|respect|love-caring,I forgot their birthday.
i-shared-without-consent,I shared their message without asking|I forwarded their email without consent|I posted their photo without permission,concerned|anxious|uneasy|sad,privacy|respect|repair|integrity,I posted a photo of them without checking first.
stranger-kindness,stranger helped me|someone held the door|someone paid for my coffee,joyful|happy|grateful|moved,community|connection|care|appreciation,A stranger paid for my coffee.
nature-calm,watched the sunrise|listened to birds|saw a beautiful sky,relieved|calm|grateful|content,peace|serenity|rest|connection,I watched the sunrise before work.
team-supported,team covered for me|coworker offered to help|manager protected my time,relieved|calm|grateful|content,support|consideration|care|trust,My teammate offered to take a task off my plate.

